Chrom,Start,End
12,99065363,99065462
12,99065463,99065547
12,99071152,99071252
12,99071253,99071379
12,99074004,99074104
12,99074105,99074230
12,99076870,99076970
12,99076971,99077102
12,99080475,99080575
12,99080576,99080701
12,99093135,99093235
12,99093236,99093335
12,99093336,99093397
12,99097098,99097198
12,99097199,99097327
12,99100212,99100312
12,99100313,99100438
12,99102312,99102412
12,99102413,99102532
12,99106046,99106146
12,99106147,99106263
12,99109154,99109254
12,99109255,99109380
12,99116920,99117020
12,99117021,99117140
12,99117366,99117466
12,99117467,99117592
12,99119142,99119242
12,99119243,99119368
12,99120900,99121000
12,99121001,99121144
12,99126147,99126247
12,99126248,99126394
12,99126395,99126495
12,99126496,99126595
12,99126596,99126695
12,99126696,99126795
12,99126796,99126895
12,99126896,99126995
12,99126996,99127095
12,99127096,99127195
12,99127196,99127295
12,99127296,99127395
12,99127396,99127495
12,99127496,99127595
12,99127596,99127695
12,99127696,99127795
12,99127796,99127895
12,99127896,99127995
12,99127996,99128095
12,99128096,99128195
12,99128196,99128295
12,99128296,99128395
12,99128396,99128495
12,99128496,99128595
12,99128596,99128695
12,99128696,99128795
12,99128796,99128895
12,99128896,99128995
12,99128996,99129095
12,102122426,102122526
12,102122527,102122628
12,102122629,102122729
12,102122730,102122829
12,102122830,102122929
12,102122930,102123029
12,102123030,102123129
12,102123130,102123229
12,102123230,102123329
12,102123330,102123429
12,102123430,102123529
12,102123530,102123629
12,102123630,102123729
12,102123730,102123829
12,102123830,102123929
12,102123930,102124029
12,102124030,102124129
12,102124130,102124229
12,102124230,102124329
12,102124330,102124429
12,102124430,102124529
12,102124530,102124629
12,102124630,102124729
12,102124730,102124829
12,102124830,102124929
12,102124930,102125029
12,102125030,102125129
12,102125130,102125229
12,102125230,102125329
12,102125330,102125429
12,102125430,102125496
12,102127269,102127369
12,102127370,102127513
12,102128624,102128724
12,102128725,102128824
12,102130729,102130829
12,102130830,102130929
12,102130930,102131029
12,102131030,102131126
12,102131509,102131609
12,102131610,102131768
12,102133054,102133154
12,102133155,102133254
12,102133255,102133333
12,102789645,102789745
12,102789746,102789845
12,102789846,102789945
12,102789946,102790045
12,102790046,102790145
12,102790146,102790245
12,102790246,102790345
12,102790346,102790445
12,102790446,102790545
12,102790546,102790645
12,102790646,102790745
12,102790746,102790845
12,102790846,102790945
12,102790946,102791045
12,102791046,102791145
12,102791146,102791245
12,102791246,102791345
12,102791346,102791445
12,102791446,102791545
12,102791546,102791645
12,102791646,102791745
12,102791746,102791845
12,102791846,102791945
12,102791946,102792045
12,102792046,102792145
12,102792146,102792245
12,102792246,102792345
12,102792346,102792445
12,102792446,102792545
12,102792546,102792645
12,102792646,102792745
12,102792746,102792845
12,102792846,102792945
12,102792946,102793045
12,102793046,102793145
12,102793146,102793245
12,102793246,102793345
12,102793346,102793445
12,102793446,102793545
12,102793546,102793645
12,102793646,102793745
12,102793746,102793845
12,102793846,102793945
12,102793946,102794045
12,102794046,102794145
12,102794146,102794245
12,102794246,102794345
12,102794346,102794445
12,102794446,102794545
12,102794546,102794645
12,102794646,102794745
12,102794746,102794845
12,102794846,102794945
12,102794946,102795045
12,102795046,102795145
12,102795146,102795245
12,102795246,102795345
12,102795346,102795445
12,102795446,102795545
12,102795546,102795645
12,102795646,102795745
12,102795746,102795845
12,102795846,102795945
12,102795946,102796045
12,102796046,102796145
12,102796146,102796233
12,102796234,102796334
12,102811545,102811645
12,102811646,102811745
12,102811746,102811831
12,102813236,102813336
12,102813337,102813436
12,102813437,102813518
12,102869370,102869470
12,102869471,102869627
12,102872214,102872329
12,102872330,102872429
12,102874046,102874146
12,102874147,102874209
12,102874210,102874310
12,102874311,102874423
12,104324112,104324242
12,104324243,104324392
12,104325248,104325348
12,104325349,104325451
12,104326004,104326104
12,104326105,104326246
12,104326553,104326653
12,104326654,104326770
12,104327683,104327783
12,104327784,104327883
12,104327884,104327983
12,104327984,104328115
12,104331422,104331522
12,104331523,104331634
12,104332067,104332167
12,104332168,104332287
12,104333236,104333336
12,104333337,104333453
12,104335137,104335237
12,104335238,104335337
12,104335338,104335437
12,104335438,104335534
12,104335559,104335659
12,104335660,104335725
12,104336254,104336354
12,104336355,104336454
12,104336455,104336554
12,104336555,104336624
12,104336801,104336901
12,104336902,104337001
12,104337002,104337147
12,104337465,104337565
12,104337566,104337702
12,104340345,104340445
12,104340446,104340545
12,104340546,104340645
12,104340646,104340769
12,104341038,104341138
12,104341139,104341258
12,104341360,104341490
12,104341491,104341591
12,104341592,104341708
12,110557200,110557300
12,110557301,110557410
12,110810705,110810805
12,110810806,110810905
12,110810906,110811005
12,110811006,110811105
12,110811106,110811205
12,110811206,110811305
12,110811306,110811405
12,110811406,110811505
12,110811506,110811605
12,110811606,110811705
12,110811706,110811805
12,110811806,110811897
12,110811898,110811998
12,110811999,110812098
12,110812099,110812188
12,110813272,110813372
12,110813373,110813472
12,110813473,110813572
12,110813573,110813672
12,110813673,110813815
12,110813816,110813916
12,110813917,110814071
12,110815147,110815247
12,110815248,110815347
12,110815348,110815472
12,110819506,110819606
12,110819607,110819706
12,110819707,110819803
12,110820597,110820697
12,110820698,110820815
12,110824081,110824181
12,110824182,110824324
12,110825493,110825593
12,110825594,110825747
12,110826266,110826366
12,110826367,110826478
12,110832855,110832955
12,110832956,110833075
12,110834020,110834120
12,110834121,110834220
12,110834221,110834307
12,110841281,110841381
12,110841382,110841481
12,110841482,110841584
12,110939954,110940054
12,110940055,110940154
12,110940155,110940294
12,110941560,110941660
12,110941661,110941731
12,110943371,110943471
12,110943472,110943627
12,110944333,110944433
12,110944434,110944548
12,110949182,110949282
12,110949283,110949438
12,110950533,110950633
12,110950634,110950733
12,110952804,110952904
12,110952905,110953011
12,110956430,110956530
12,110956531,110956630
12,110956631,110956730
12,110956731,110956793
12,110957548,110957648
12,110957649,110957771
12,110959931,110960031
12,110960032,110960131
12,110960132,110960266
12,110968279,110968379
12,110968380,110968508
12,110968509,110968609
12,110968610,110968709
12,110968710,110968809
12,110968810,110968909
12,110968910,110969009
12,110969010,110969109
12,110969110,110969209
12,110969210,110969309
12,110969310,110969409
12,110969410,110969509
12,110969510,110969609
12,110969610,110969709
12,110969710,110969809
12,110969810,110969891
12,111086491,111086591
12,111086592,111086691
12,111086692,111086791
12,111086792,111086891
12,111086892,111086991
12,111086992,111087091
12,111087092,111087163
12,111087164,111087264
12,111087265,111087330
12,111087922,111088022
12,111088023,111088135
12,111088971,111089071
12,111089072,111089171
12,111089172,111089303
12,111092988,111093088
12,111093089,111093193
12,111098918,111099018
12,111099019,111099118
12,111099119,111099218
12,111099219,111099303
12,111120979,111121100
12,111126379,111126479
12,111126480,111126563
12,111126834,111126934
12,111127480,111127580
12,111127581,111127667
12,111884495,111884595
12,111884596,111884712
12,112856536,112856636
12,112856637,112856736
12,112856737,112856833
12,112856834,112856934
12,112883939,112884039
12,112884040,112884139
12,112884140,112884239
12,112884240,112884339
12,112884340,112884439
12,112884440,112884539
12,112884540,112884639
12,112884640,112884739
12,112884740,112884839
12,112884840,112884939
12,112884940,112885039
12,112885040,112885139
12,112885140,112885239
12,112885240,112885339
12,112885340,112885439
12,112885440,112885539
12,112885540,112885639
12,112885640,112885739
12,112885740,112885839
12,112885840,112885939
12,112885940,112886039
12,112886040,112886139
12,112886140,112886239
12,112886240,112886339
12,112886440,112886539
12,112886540,112886639
12,112886640,112886739
12,112886740,112886839
12,112886840,112886939
12,112886940,112887039
12,112887040,112887139
12,112887140,112887239
12,112887240,112887339
12,112887340,112887439
12,112887440,112887539
12,112887540,112887639
12,112887640,112887739
12,112887740,112887839
12,112887840,112887939
12,112887940,112888039
12,112888040,112888139
12,112888140,112888239
12,112888240,112888397
12,112890948,112891048
12,112891049,112891148
12,112891149,112891255
12,112892294,112892394
12,112892395,112892494
12,112892495,112892571
12,112893679,112893779
12,112893780,112893879
12,112893880,112893943
12,112910564,112910664
12,112910665,112910764
12,112910765,112910864
12,112910865,112910964
12,112910965,112911064
12,112911065,112911164
12,112911165,112911264
12,112911265,112911364
12,112911365,112911464
12,112911465,112911564
12,112911565,112911664
12,112911665,112911764
12,112911765,112911864
12,112911865,112911964
12,112911965,112912064
12,112912065,112912164
12,112912165,112912264
12,112912265,112912364
12,112912365,112912464
12,112912465,112912564
12,112912565,112912664
12,112912665,112912764
12,112912765,112912864
12,112912865,112912964
12,112912965,112913064
12,112913065,112913164
12,112913165,112913264
12,112913265,112913364
12,112913365,112913464
12,112913465,112913564
12,112913565,112913664
12,112913665,112913764
12,112913765,112913864
12,112913865,112913964
12,112913965,112914064
12,112914065,112914164
12,112914165,112914264
12,112914265,112914364
12,112914365,112914464
12,112914465,112914564
12,112914565,112914664
12,112914665,112914764
12,112914765,112914864
12,112914865,112914964
12,112914965,112915064
12,112915065,112915164
12,112915165,112915264
12,112915265,112915364
12,112915365,112915464
12,112915465,112915564
12,112915565,112915664
12,112915665,112915764
12,112915765,112915907
12,112919804,112919904
12,112919905,112920004
12,112920005,112920073
12,112924204,112924304
12,112924305,112924404
12,112924405,112924514
12,112924515,112924615
12,112924616,112924727
12,112926169,112926269
12,112926270,112926402
12,112926754,112926854
12,112926855,112926954
12,112926955,112927054
12,112927055,112927119
12,112939739,112939839
12,112939840,112939939
12,112939940,112940039
12,112940040,112940137
12,112942448,112942548
12,112942549,112942650
12,112943549,112943649
12,112943650,112943749
12,112943750,112943849
12,112943850,112943949
12,112943950,112944049
12,112944050,112944149
12,112944150,112944249
12,112944250,112944349
12,112944350,112944449
12,112944450,112944549
12,112944550,112944649
12,112944650,112944749
12,112944750,112944849
12,112944850,112944949
12,112944950,112945049
12,112945050,112945149
12,112945150,112945249
12,112945250,112945349
12,112945350,112945449
12,112945450,112945549
12,112945550,112945649
12,112945650,112945749
12,112945750,112945849
12,112945850,112945949
12,112945950,112946049
12,112946050,112946149
12,112946150,112946249
12,112946250,112946349
12,112946350,112946449
12,112946450,112946549
12,112946550,112946649
12,112946650,112946749
12,112946750,112946849
12,112946850,112946949
12,112946950,112947049
12,112947050,112947149
12,112947150,112947249
12,112947250,112947349
12,112947350,112947449
12,112947450,112947549
12,112947550,112947649
12,112947650,112947786
12,113008219,113008319
12,113008320,113008426
12,116295004,116295104
12,116295105,116295220
12,117645947,117646047
12,117646048,117646147
12,117646148,117646247
12,117646248,117646347
12,117646348,117646447
12,117646448,117646547
12,117646548,117646647
12,117646648,117646747
12,117646748,117646847
12,117646848,117646947
12,117646948,117647047
12,117647048,117647147
12,117647148,117647247
12,117647248,117647347
12,117647348,117647447
12,117647448,117647547
12,117647548,117647647
12,117647648,117647747
12,117647748,117647847
12,117647848,117647947
12,117647948,117648047
12,117648048,117648147
12,117648148,117648247
12,117648248,117648347
12,117648348,117648447
12,117648448,117648547
12,117648548,117648647
12,117648648,117648747
12,117648748,117648847
12,117648848,117648947
12,117648948,117649047
12,117649048,117649147
12,117649148,117649247
12,117649248,117649347
12,117649348,117649447
12,117649448,117649547
12,117649548,117649647
12,117649648,117649747
12,117649748,117649847
12,117649848,117649947
12,117649948,117650047
12,117650048,117650147
12,117650148,117650247
12,117650248,117650347
12,117650348,117650447
12,117650448,117650547
12,117650548,117650647
12,117650648,117650747
12,117650748,117650847
12,117650848,117650947
12,117650948,117651047
12,117651048,117651147
12,117651148,117651247
12,117651248,117651347
12,117651348,117651447
12,117651448,117651547
12,117651548,117651647
12,117651648,117651747
12,117651748,117651847
12,117651848,117651947
12,117651948,117652047
12,117652048,117652147
12,117652148,117652247
12,117652248,117652347
12,117652348,117652447
12,117652448,117652547
12,117652548,117652647
12,117652648,117652747
12,117652748,117652847
12,117652848,117652947
12,117652948,117653019
12,117653020,117653120
12,117653121,117653215
12,117655770,117655870
12,117655871,117655970
12,117655971,117656054
12,117657795,117657895
12,117657896,117657995
12,117657996,117658095
12,117658096,117658163
12,117660445,117660545
12,117660546,117660645
12,117660646,117660745
12,117662745,117662845
12,117662846,117662945
12,117662946,117663022
12,117664415,117664515
12,117664516,117664649
12,117665160,117665260
12,117665261,117665360
12,117665361,117665460
12,117665461,117665535
12,117669695,117669795
12,117669796,117669895
12,117669896,117670006
12,117672295,117672395
12,117672396,117672495
12,117672496,117672640
12,117680355,117680455
12,117680456,117680585
12,117681030,117681130
12,117681131,117681230
12,117681231,117681337
12,117685035,117685135
12,117685136,117685235
12,117685236,117685335
12,117685336,117685407
12,117691360,117691460
12,117691461,117691560
12,117691561,117691636
12,117693660,117693760
12,117693761,117693860
12,117693861,117693925
12,117696125,117696225
12,117696226,117696332
12,117696755,117696855
12,117696856,117696955
12,117696956,117697022
12,117698190,117698290
12,117698291,117698390
12,117698391,117698495
12,117701610,117701710
12,117701711,117701862
12,117703035,117703135
12,117703136,117703235
12,117703236,117703391
12,117705775,117705875
12,117705876,117706031
12,117710115,117710215
12,117710216,117710315
12,117710316,117710452
12,117715690,117715790
12,117715791,117715890
12,117715891,117715992
12,117718450,117718550
12,117718551,117718650
12,117718651,117718763
12,117722970,117723070
12,117723071,117723201
12,117723830,117723930
12,117723931,117724030
12,117724031,117724136
12,117725795,117725895
12,117725896,117725995
12,117725996,117726105
12,117728020,117728120
12,117728121,117728220
12,117728221,117728323
12,117739745,117739845
12,117739846,117739928
12,117742680,117742780
12,117742781,117742917
12,117747040,117747140
12,117747141,117747281
12,117749190,117749290
12,117749291,117749390
12,117749391,117749470
12,117768099,117768199
12,117768200,117768299
12,117768300,117768399
12,117768400,117768499
12,117768500,117768599
12,117768600,117768699
12,117768700,117768799
12,117768800,117768931
12,117768932,117769032
12,117769033,117769132
12,117769133,117769232
12,117769233,117769294
12,117799346,117799445
12,117799446,117799545
12,117799546,117799657
12,117987465,117987565
12,117987566,117987654
12,118454455,118454555
12,118454556,118454655
12,118454656,118454747
12,118455444,118455544
12,118455545,118455644
12,118455645,118455744
12,118455745,118455844
12,118455845,118455908
12,118456826,118456926
12,118456927,118456991
12,118457386,118457486
12,118457487,118457623
12,118458660,118458760
12,118458761,118458840
12,118460040,118460140
12,118460141,118460214
12,118462605,118462705
12,118462706,118462865
12,118463501,118463601
12,118463602,118463683
12,118464643,118464743
12,118464744,118464873
12,118465707,118465807
12,118465808,118465885
12,118467525,118467680
12,118468936,118469036
12,118469037,118469133
12,118469134,118469234
12,118469235,118469334
12,118469335,118469434
12,118469435,118469534
12,118469535,118469634
12,118469635,118469734
12,118469735,118469834
12,118469835,118469934
12,118469935,118470042
12,120907609,120907709
12,120907710,120907809
12,120907810,120907957
12,120933808,120933908
12,120933909,120934008
12,120934174,120934274
12,120934275,120934406
12,120935825,120935925
12,120935926,120936063
12,120936064,120936164
12,120936165,120936298
12,121746048,121746148
12,121746149,121746231
12,121746232,121746332
12,121746333,121746432
12,121746433,121746544
12,121747453,121747553
12,121747554,121747653
12,121747654,121747716
12,121755458,121755558
12,121755559,121755659
12,121756029,121756129
12,121756130,121756229
12,121756230,121756329
12,121756330,121756461
12,121757449,121757549
12,121757550,121757671
12,121758137,121758237
12,121758238,121758312
12,121764848,121764948
12,121764949,121765084
12,121766068,121766168
12,121766169,121766268
12,121766269,121766350
12,121768335,121768435
12,121768436,121768525
12,121769099,121769199
12,121769200,121769281
12,121773285,121773385
12,121773386,121773485
12,121773486,121773576
12,121775043,121775143
12,121775144,121775245
12,121779755,121779855
12,121779856,121779922
12,121783591,121783691
12,121783692,121783791
12,121783792,121783884
12,121784648,121784748
12,121784749,121784858
12,121785554,121785654
12,121785655,121785734
12,121789886,121789986
12,121789987,121790086
12,121790087,121790193
12,121790194,121790265
12,121791855,121791955
12,121791956,121792062
12,122326586,122326686
12,122326687,122326786
12,122326787,122326886
12,122326887,122326950
12,122332594,122332694
12,122332695,122332797
12,122337489,122337589
12,122337590,122337689
12,122337690,122337801
12,122340861,122340961
12,122340962,122341063
12,122353711,122353811
12,122353812,122353900
12,122354139,122354239
12,122354240,122354339
12,122354340,122354439
12,122354440,122354539
12,122354540,122354639
12,122354640,122354739
12,122354740,122354839
12,122354840,122354939
12,122354940,122355039
12,122355040,122355139
12,122355140,122355239
12,122355240,122355339
12,122355340,122355439
12,122355440,122355539
12,122355540,122355639
12,122355640,122355739
12,122355740,122355821
12,122692209,122692309
12,122692310,122692409
12,122692410,122692509
12,122692510,122692609
12,122692610,122692709
12,122692710,122692809
12,122692810,122692876
12,122692877,122692977
12,122692978,122693077
12,122693078,122693174
12,122700984,122701084
12,122701085,122701181
12,122701255,122701355
12,122701356,122701466
12,122702762,122702862
12,122702863,122702994
12,122709008,122709108
12,122709109,122709208
12,122709209,122709308
12,122709309,122709408
12,122709409,122709508
12,122709509,122709608
12,122709609,122709708
12,122709709,122709808
12,122709809,122709908
12,122709909,122710008
12,122710009,122710108
12,122710109,122710208
12,122710209,122710308
12,122710309,122710397
12,122710461,122710561
12,122710562,122710661
12,122710662,122710761
12,122710762,122710861
12,122710862,122710961
12,122710962,122711061
12,122711062,122711165
12,122711852,122711952
12,122711953,122712052
12,122712053,122712131
12,125262123,125262223
12,125262224,125262323
12,125262324,125262423
12,125262424,125262523
12,125262524,125262623
12,125262624,125262723
12,125262724,125262823
12,125262824,125262923
12,125262924,125263023
12,125263024,125263182
12,125267178,125267278
12,125267279,125267407
12,125270852,125270952
12,125270953,125271099
12,125271901,125272053
12,125279690,125279790
12,125279791,125279864
12,125284619,125284719
12,125284720,125284838
12,125292256,125292356
12,125292357,125292456
12,125292457,125292523
12,125294669,125294769
12,125294770,125294885
12,125296365,125296465
12,125296466,125296561
12,125298697,125298797
12,125298798,125298897
12,125298898,125299001
12,125299468,125299568
12,125299569,125299710
12,125302045,125302145
12,125302146,125302303
12,125348090,125348190
12,125348191,125348316
12,125348317,125348417
12,125348418,125348519
12,125396209,125396309
12,125396310,125396452
12,125396937,125397037
12,125397038,125397137
12,125397138,125397237
12,125397238,125397337
12,125397338,125397437
12,125397438,125397537
12,125397538,125397637
12,125397638,125397737
12,125397738,125397837
12,125397838,125397937
12,125397938,125398037
12,125398038,125398137
12,125398138,125398237
12,125398238,125398367
12,125399082,125399182
12,125399183,125399282
12,125399283,125399382
12,125399383,125399482
12,126675551,126675651
12,126675652,126675763
12,126677891,126677991
12,126677992,126678095
12,129899549,129899649
12,129899650,129899755
12,132073726,132073826
12,132073827,132073922
12,133200348,133200448
12,133200449,133200548
12,133200549,133200648
12,133200649,133200748
12,133200749,133200848
12,133200849,133200948
12,133200949,133201048
12,133201049,133201206
12,133201207,133201307
12,133201308,133201407
12,133201408,133201507
12,133201508,133201647
12,133202157,133202257
12,133202258,133202357
12,133202358,133202429
12,133202617,133202717
12,133202718,133202817
12,133202818,133202968
12,133208817,133208917
12,133208918,133209017
12,133209018,133209166
12,133209167,133209267
12,133209268,133209367
12,133209368,133209461
12,133210687,133210787
12,133210788,133210887
12,133210888,133210987
12,133210988,133211055
12,133212402,133212502
12,133212503,133212602
12,133212603,133212679
12,133214527,133214627
12,133214628,133214727
12,133214728,133214802
12,133215637,133215737
12,133215738,133215837
12,133215838,133215976
12,133218152,133218252
12,133218253,133218352
12,133218353,133218501
12,133218687,133218787
12,133218788,133218887
12,133218888,133218987
12,133218988,133219087
12,133219088,133219187
12,133219188,133219287
12,133219288,133219387
12,133219388,133219487
12,133219488,133219587
12,133219588,133219670
12,133219732,133219832
12,133219833,133219932
12,133219933,133220032
12,133220033,133220132
12,133220133,133220213
12,133220347,133220447
12,133220448,133220547
12,133220548,133220652
12,133225437,133225537
12,133225538,133225637
12,133225638,133225752
12,133225817,133225917
12,133225918,133226017
12,133226018,133226117
12,133226118,133226217
12,133226218,133226317
12,133226318,133226417
12,133226418,133226560
12,133233642,133233742
12,133233743,133233842
12,133233843,133233942
12,133233943,133234101
12,133234382,133234482
12,133234483,133234582
12,133235807,133235907
12,133235908,133236007
12,133236008,133236107
12,133236108,133236184
12,133237477,133237577
12,133237578,133237677
12,133237678,133237800
12,133238032,133238132
12,133238133,133238232
12,133238233,133238349
12,133240517,133240617
12,133240618,133240717
12,133240718,133240814
12,133240882,133240982
12,133240983,133241119
12,133241812,133241912
12,133241913,133242012
12,133242013,133242128
12,133244007,133244107
12,133244108,133244207
12,133244208,133244322
12,133244867,133244967
12,133244968,133245067
12,133245068,133245167
12,133245168,133245267
12,133245268,133245367
12,133245368,133245467
12,133245468,133245600
12,133248717,133248817
12,133248818,133248917
12,133248918,133248991
12,133249132,133249232
12,133249233,133249332
12,133249333,133249432
12,133249433,133249512
12,133249677,133249777
12,133249778,133249877
12,133249878,133249955
12,133250077,133250177
12,133250178,133250277
12,133250278,133250362
12,133251912,133252012
12,133252013,133252112
12,133252113,133252184
12,133252247,133252347
12,133252348,133252480
12,133252602,133252702
12,133252703,133252802
12,133252803,133252882
12,133253052,133253152
12,133253153,133253252
12,133253253,133253317
12,133253877,133253977
12,133253978,133254077
12,133254078,133254177
12,133254178,133254277
12,133254278,133254394
12,133255997,133256097
12,133256098,133256197
12,133256198,133256313
12,133256457,133256557
12,133256558,133256657
12,133256658,133256757
12,133256758,133256879
12,133257117,133257217
12,133257218,133257351
12,133257647,133257747
12,133257748,133257847
12,133257848,133257953
12,133263757,133263857
12,133263858,133263972
12,133263973,133264110
12,133416938,133417038
12,133417039,133417138
12,133417139,133417238
12,133417239,133417338
12,133417339,133417438
12,133417439,133417538
12,133417539,133417638
12,133417639,133417738
12,133417739,133417838
12,133417839,133417938
12,133417939,133418046
12,133418047,133418147
12,133418148,133418264
12,133419517,133419617
12,133419618,133419758
12,133420532,133420632
12,133420633,133420732
12,133420733,133420805
12,133423552,133423652
12,133423653,133423792
12,133424597,133424697
12,133424698,133424833
12,133425142,133425242
12,133425243,133425399
12,133428127,133428227
12,133428228,133428327
12,133428328,133428402
12,133429932,133430032
12,133430033,133430132
12,133430133,133430252
12,133432977,133433077
12,133433078,133433177
12,133433178,133433291
12,133433917,133434017
12,133434018,133434117
12,133434118,133434234
12,133435572,133435672
12,133435673,133435772
12,133435773,133435882
12,133437977,133438077
12,133438078,133438177
12,133438178,133438286
12,133446127,133446227
12,133446228,133446327
12,133446328,133446427
12,133446428,133446508
12,133447227,133447327
12,133447328,133447436
12,133448797,133448897
12,133448898,133449030
12,133454062,133454162
12,133454163,133454298
12,133463808,133463907
12,133463908,133464007
12,133464108,133464207
12,133464208,133464307
12,133464308,133464410
13,20761705,20761804
13,20761805,20761904
13,20761905,20762004
13,20762005,20762104
13,20762105,20762204
13,20762205,20762304
13,20762305,20762404
13,20762405,20762504
13,20762505,20762604
13,20762605,20762704
13,20762705,20762804
13,20762805,20762904
13,20762905,20763004
13,20763005,20763104
13,20763105,20763204
13,20763205,20763304
13,20763305,20763404
13,20763405,20763504
13,20763505,20763604
13,20763605,20763704
13,20763705,20763804
13,20763805,20763904
13,20763905,20764004
13,20764005,20764104
13,20764105,20764204
13,20764205,20764304
13,20764305,20764404
13,20764405,20764504
13,20764505,20764604
13,20764605,20764704
13,20764705,20764804
13,20764805,20764904
13,20764905,20765004
13,20765005,20765104
13,20765105,20765204
13,20765205,20765304
13,20765305,20765404
13,20765405,20765504
13,20765505,20765604
13,20765605,20765704
13,20765705,20765804
13,20765805,20765904
13,20765905,20766004
13,20766005,20766104
13,20766105,20766204
13,20766205,20766304
13,20766305,20766404
13,20766405,20766504
13,20766505,20766604
13,20766605,20766704
13,20766705,20766804
13,20766805,20766904
13,20766905,20767004
13,20767005,20767104
13,20767105,20767204
13,20767205,20767272
13,23025037,23025137
13,23025138,23025229
13,28536799,28536899
13,28536900,28537012
13,28874483,28874583
13,28874584,28874683
13,28874684,28874783
13,28874784,28874883
13,28874884,28874983
13,28874984,28875083
13,28875084,28875183
13,28875184,28875283
13,28875284,28875383
13,28875384,28875483
13,28875484,28875583
13,28875584,28875683
13,28875684,28875783
13,28875784,28875883
13,28875884,28875983
13,28875984,28876083
13,28876084,28876183
13,28876184,28876283
13,28876284,28876383
13,28876384,28876483
13,28876484,28876583
13,28876584,28876683
13,28876684,28876783
13,28876784,28876883
13,28876884,28876983
13,28876984,28877083
13,28877084,28877183
13,28877184,28877252
13,28877253,28877353
13,28877354,28877453
13,28877454,28877555
13,28880764,28880864
13,28880865,28880959
13,28882929,28883029
13,28883030,28883114
13,28885676,28885776
13,28885777,28885919
13,28886079,28886179
13,28886180,28886285
13,28891584,28891684
13,28891685,28891784
13,28893509,28893609
13,28893610,28893721
13,28895549,28895649
13,28895650,28895772
13,28896348,28896448
13,28896449,28896546
13,28896876,28896976
13,28896977,28897133
13,28901548,28901648
13,28901649,28901737
13,28903701,28903801
13,28903802,28903915
13,28908111,28908211
13,28908212,28908316
13,28913254,28913354
13,28913355,28913487
13,28919531,28919631
13,28919632,28919738
13,28931640,28931740
13,28931741,28931872
13,28942234,28942334
13,28942335,28942434
13,28942435,28942534
13,28942535,28942663
13,28942664,28942764
13,28942765,28942850
13,28958971,28959071
13,28959072,28959218
13,28959688,28959788
13,28959889,28959988
13,28959989,28960088
13,28960089,28960188
13,28960189,28960288
13,28960289,28960388
13,28960389,28960488
13,28960489,28960588
13,28960589,28960688
13,28960689,28960788
13,28960789,28960888
13,28960889,28960988
13,28960989,28961088
13,28961089,28961188
13,28961189,28961288
13,28961289,28961388
13,28961389,28961488
13,28961489,28961588
13,28961589,28961688
13,28961689,28961788
13,28961789,28961888
13,28961889,28961988
13,28961989,28962088
13,28962089,28962188
13,28962189,28962288
13,28962289,28962388
13,28962389,28962488
13,28962489,28962588
13,28962589,28962688
13,28962689,28962788
13,28962789,28962888
13,28962889,28962988
13,28962989,28963088
13,28963089,28963188
13,28963189,28963288
13,28963289,28963388
13,28963389,28963488
13,28963489,28963588
13,28963589,28963688
13,28963689,28963786
13,28963787,28963887
13,28963888,28963987
13,28963988,28964087
13,28964088,28964187
13,28964188,28964291
13,28971046,28971146
13,28971147,28971255
13,28973130,28973230
13,28973231,28973305
13,28979866,28979966
13,28979967,28980081
13,29001245,29001345
13,29001346,29001505
13,29001838,29001938
13,29001939,29002038
13,29002039,29002108
13,29004136,29004236
13,29004237,29004354
13,29005222,29005322
13,29005323,29005422
13,29005423,29005497
13,29007905,29008005
13,29008006,29008142
13,29008144,29008244
13,29008245,29008344
13,29008345,29008407
13,29012307,29012407
13,29012408,29012532
13,29040989,29041089
13,29041090,29041189
13,29041190,29041316
13,29041607,29041707
13,29041708,29041804
13,29068866,29068966
13,29068967,29069030
13,29069031,29069131
13,29069132,29069265
13,29584781,29584881
13,29584882,29584996
13,31032053,31032153
13,31032154,31032253
13,31032254,31032353
13,31032354,31032453
13,31032454,31032553
13,31032554,31032653
13,31032654,31032753
13,31032754,31032853
13,31032854,31032953
13,31032954,31033053
13,31033054,31033153
13,31033154,31033253
13,31033254,31033353
13,31033354,31033453
13,31033454,31033553
13,31033554,31033653
13,31033654,31033753
13,31033754,31033853
13,31033854,31033953
13,31033954,31034053
13,31034054,31034153
13,31034154,31034253
13,31034621,31034721
13,31034722,31034821
13,31034822,31034921
13,31034922,31035021
13,31035022,31035121
13,31035122,31035221
13,31035222,31035321
13,31035322,31035442
13,31035443,31035543
13,31035544,31035643
13,31035644,31035720
13,31036624,31036724
13,31036725,31036824
13,31036825,31036899
13,31037293,31037393
13,31037394,31037539
13,31037617,31037717
13,31037718,31037867
13,31038298,31038398
13,31038399,31038464
13,31039882,31039982
13,31039983,31040131
13,31190808,31190908
13,31190909,31191008
13,31191009,31191108
13,31191109,31191208
13,31191209,31191308
13,31191309,31191408
13,31191409,31191508
13,31191509,31191608
13,31191609,31191734
13,31256156,31256256
13,31256257,31256377
13,31823481,31823581
13,31823582,31823679
13,32184901,32185001
13,32185002,32185116
13,32889566,32889666
13,32889667,32889766
13,32889767,32889854
13,32890547,32890647
13,32890648,32890714
13,32893163,32893263
13,32893264,32893363
13,32893364,32893512
13,32899162,32899262
13,32899263,32899371
